caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S300,5,trueSuccessRate,0.485,0.485,RAW
BCH-S300,5.2000000000000002,trueSuccessRate,0.5772,0.5772,RAW
BCH-S300,5.4000000000000004,trueSuccessRate,0.6432,0.6432,RAW
BCH-S300,5.5999999999999996,trueSuccessRate,0.7006,0.7006,RAW
BCH-S300,5.7999999999999998,trueSuccessRate,0.7768,0.7768,RAW
BCH-S300,6,trueSuccessRate,0.8224,0.8224,RAW
BCH-S300,6.2000000000000002,trueSuccessRate,0.8626,0.8626,RAW
BCH-S300,6.4000000000000004,trueSuccessRate,0.8978,0.8978,RAW
BCH-S300,6.5999999999999996,trueSuccessRate,0.9252,0.9252,RAW
BCH-S300,6.7999999999999998,trueSuccessRate,0.9424,0.9424,RAW
BCH-S300,7,trueSuccessRate,0.9598,0.9598,RAW
BCH-S300,7.2000000000000002,trueSuccessRate,0.9750374438342486,0.9750374438342486,RAW
BCH-S300,7.4000000000000004,trueSuccessRate,0.983372131692717,0.983372131692717,RAW
BCH-S300,7.5999999999999996,trueSuccessRate,0.9876626981679106,0.9876626981679106,RAW
BCH-S300,7.7999999999999998,trueSuccessRate,0.9915987566159792,0.9915987566159792,RAW
BCH-S300,8,trueSuccessRate,0.9944319162560205,0.9944319162560205,RAW
BCH-S300,8.1999999999999993,trueSuccessRate,0.99686,0.99686,RAW
BCH-S300,8.4000000000000004,trueSuccessRate,0.99796,0.99796,RAW
BCH-S300,8.5999999999999996,trueSuccessRate,0.99884,0.99884,RAW
BCH-S300,8.8000000000000007,trueSuccessRate,0.99928,0.99928,RAW
BCH-S300,9,trueSuccessRate,0.99954,0.99954,RAW
BCH-B300,4,trueSuccessRate,0.6402,0.6402,RAW
BCH-B300,4.2000000000000002,trueSuccessRate,0.7576,0.7576,RAW
BCH-B300,4.4000000000000004,trueSuccessRate,0.852,0.852,RAW
BCH-B300,4.5999999999999996,trueSuccessRate,0.9138,0.9138,RAW
BCH-B300,4.7999999999999998,trueSuccessRate,0.9524,0.9524,RAW
BCH-B300,5,trueSuccessRate,0.9791231732776617,0.9791231732776617,RAW
BCH-B300,5.2000000000000002,trueSuccessRate,0.9918096564150866,0.9918096564150866,RAW
BCH-B300,5.4000000000000004,trueSuccessRate,0.99682,0.99682,RAW
BCH-B300,5.5,trueSuccessRate,0.99824,0.99824,RAW
BCH-B300-426,4,trueSuccessRate,0.7028,0.7028,RAW
BCH-B300-426,4.2000000000000002,trueSuccessRate,0.8124,0.8124,RAW
BCH-B300-426,4.4000000000000004,trueSuccessRate,0.887,0.887,RAW
BCH-B300-426,4.5999999999999996,trueSuccessRate,0.9498,0.9498,RAW
BCH-B300-426,4.7999999999999998,trueSuccessRate,0.9773396782234308,0.9773396782234308,RAW
BCH-B300-426,5,trueSuccessRate,0.9912445825854748,0.9912445825854748,RAW
BCH-B300-426,5.2000000000000002,trueSuccessRate,0.99746,0.99746,RAW
BCH-B300-426,5.4000000000000004,trueSuccessRate,0.9992,0.9992,RAW
BCH-B300-426,5.5,trueSuccessRate,0.99934,0.99934,RAW
