rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,tracebackMode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,mismatchVsBlockBits,mismatchVsBlockFrames,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,tracebackOperations,ACSCount,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId
R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,BLOCK_FULL_TRACEBACK,306,1000,139130,1000,0.4637666666666666,1.0,0.461982651931398,0.465551609315773,0.9961732415144448,1.0,0,0,58752,1536,60288,306000,39168000,457,233.0,435,458,327.3761000000003,353.7,409.3,1116.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--4.5,STAGE13-REFERENCE
R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,CONTINUOUS_TRUNCATED_D84,84,1000,139008,1000,0.4633599999999999,1.0,0.4615760967987387,0.4651448415295874,0.9961732415144448,1.0,23422,943,16128,1536,17664,18732000,39168000,124,109.42,125,458,386.945,412.8,476.4,1232.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--4.5,STAGE13-REFERENCE
R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,CONTINUOUS_TRUNCATED_D112,112,1000,139096,1000,0.4636533333333333,1.0,0.461869349561401,0.4654382479215017,0.9961732415144448,1.0,13810,763,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,397.3134999999997,421.4,486.8,815.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--4.5,STAGE13-REFERENCE
R23,-2.5,-2.5,-0.6530856918240122,0.65359477124183,0.8891397050194613,BLOCK_FULL_TRACEBACK,306,1000,109156,1000,0.3638533333333333,1.0,0.3621334986166088,0.365576654684169,0.9961732415144448,1.0,0,0,58752,1536,60288,306000,39168000,457,233.0,435,458,332.32170000000013,353.5,418.2,697.9,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--2.5,STAGE13-REFERENCE
R23,-2.5,-2.5,-0.6530856918240122,0.65359477124183,0.8891397050194613,CONTINUOUS_TRUNCATED_D84,84,1000,109300,1000,0.3643333333333333,1.0,0.3626130073406077,0.3660571336676595,0.9961732415144448,1.0,20672,892,16128,1536,17664,18732000,39168000,124,109.42,125,458,393.3527,412.5,488.9,886.2,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--2.5,STAGE13-REFERENCE
R23,-2.5,-2.5,-0.6530856918240122,0.65359477124183,0.8891397050194613,CONTINUOUS_TRUNCATED_D112,112,1000,109156,1000,0.3638533333333333,1.0,0.3621334986166088,0.365576654684169,0.9961732415144448,1.0,12074,711,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,405.9372,423.2,495.9,754.2,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--2.5,STAGE13-REFERENCE
R23,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,BLOCK_FULL_TRACEBACK,306,1000,24225,800,0.08075,0.8,0.079780425086128,0.0817303116537932,0.7740810353518655,0.8236229095568015,0,0,58752,1536,60288,306000,39168000,457,233.0,435,458,337.1089999999998,358.3,424.1,1035.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--0.5,STAGE13-REFERENCE
R23,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,CONTINUOUS_TRUNCATED_D84,84,1000,24688,824,0.0822933333333333,0.824,0.0813152928707189,0.0832820710120321,0.7991696851594057,0.8463505753419543,3617,354,16128,1536,17664,18732000,39168000,124,109.42,125,458,397.5675000000006,417.3,476.9,1974.5,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--0.5,STAGE13-REFERENCE
R23,-0.5,-0.5,1.3469143081759878,0.65359477124183,0.5610092271509816,CONTINUOUS_TRUNCATED_D112,112,1000,24469,805,0.0815633333333333,0.805,0.080589284134962,0.0825480984426492,0.77929577121571,0.8283699061081015,1432,141,21504,1536,23040,21840000,39168000,166,138.58666666666667,167,458,404.9,426.6,480.6,690.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R23--0.5,STAGE13-REFERENCE
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,BLOCK_FULL_TRACEBACK,306,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,58752,1536,60288,2539494,325055232,457,233.0,435,458,349.2051090492833,364.3,442.5,11966.9,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,CONTINUOUS_TRUNCATED_D84,84,8299,1505,204,0.0006044905008635,0.0245812748523918,0.0005747205505469,0.0006358015238595,0.0214633039695984,0.0281391677701414,18,5,16128,1536,17664,155456868,325055232,124,109.42,125,458,411.6347632244856,424.5,516.0,2973.0,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE
R23,1.5,1.5,3.346914308175988,0.65359477124183,0.3539728921920689,CONTINUOUS_TRUNCATED_D112,112,8299,1491,200,0.0005988673334136,0.0240992890709724,0.0005692395959113,0.0006300361609478,0.0210134567729009,0.0276254894027682,0,0,21504,1536,23040,181250160,325055232,166,138.58666666666667,167,458,425.0994336667085,435.5,531.3,8238.7,5,2026072001,2026072903,0-8298,STAGE13-REFERENCE-R23-1.5,STAGE13-REFERENCE
R23,3.5,3.5,5.346914308175988,0.65359477124183,0.2233417960754815,BLOCK_FULL_TRACEBACK,306,50000,3,1,2.0000000000000002e-07,2e-05,6.801805083585822e-08,5.880790358524208e-07,3.530499822832098e-06,0.0001132897013912,0,0,58752,1536,60288,15300000,1958400000,457,233.0,435,458,338.53863000000047,365.8,420.4,2269.8,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-3.5,STAGE13-REFERENCE
R23,3.5,3.5,5.346914308175988,0.65359477124183,0.2233417960754815,CONTINUOUS_TRUNCATED_D84,84,50000,3,1,2.0000000000000002e-07,2e-05,6.801805083585822e-08,5.880790358524208e-07,3.530499822832098e-06,0.0001132897013912,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,401.9546659999982,426.9,490.7,2296.3,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-3.5,STAGE13-REFERENCE
R23,3.5,3.5,5.346914308175988,0.65359477124183,0.2233417960754815,CONTINUOUS_TRUNCATED_D112,112,50000,3,1,2.0000000000000002e-07,2e-05,6.801805083585822e-08,5.880790358524208e-07,3.530499822832098e-06,0.0001132897013912,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,413.582353999998,437.4,504.3,1656.7,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-3.5,STAGE13-REFERENCE
R23,5.5,5.5,7.346914308175987,0.65359477124183,0.1409191465632226,BLOCK_FULL_TRACEBACK,306,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,58752,1536,60288,15300000,1958400000,457,233.0,435,458,340.5759839999984,365.8,430.0,1971.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-5.5,STAGE13-REFERENCE
R23,5.5,5.5,7.346914308175987,0.65359477124183,0.1409191465632226,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,404.50517799999915,427.8,500.4,2556.8,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-5.5,STAGE13-REFERENCE
R23,5.5,5.5,7.346914308175987,0.65359477124183,0.1409191465632226,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,416.0191379999978,438.3,512.8,1841.7,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-5.5,STAGE13-REFERENCE
R23,7.5,7.5,9.346914308175988,0.65359477124183,0.0889139705019461,BLOCK_FULL_TRACEBACK,306,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,58752,1536,60288,15300000,1958400000,457,233.0,435,458,331.3186439999955,359.2,413.3,1911.3,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-7.5,STAGE13-REFERENCE
R23,7.5,7.5,9.346914308175988,0.65359477124183,0.0889139705019461,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,393.5015580000005,420.1,481.8,1915.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-7.5,STAGE13-REFERENCE
R23,7.5,7.5,9.346914308175988,0.65359477124183,0.0889139705019461,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,405.3203800000002,430.9,494.9,1811.5,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-7.5,STAGE13-REFERENCE
R23,9.5,9.5,11.346914308175988,0.65359477124183,0.0561009227150981,BLOCK_FULL_TRACEBACK,306,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,58752,1536,60288,15300000,1958400000,457,233.0,435,458,331.029222,358.8,407.1,1899.8,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-9.5,STAGE13-REFERENCE
R23,9.5,9.5,11.346914308175988,0.65359477124183,0.0561009227150981,CONTINUOUS_TRUNCATED_D84,84,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,16128,1536,17664,936600000,1958400000,124,109.42,125,458,392.03052599999353,419.1,474.6,1942.1,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-9.5,STAGE13-REFERENCE
R23,9.5,9.5,11.346914308175988,0.65359477124183,0.0561009227150981,CONTINUOUS_TRUNCATED_D112,112,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,21504,1536,23040,1092000000,1958400000,166,138.58666666666667,167,458,404.0101320000022,430.3,489.4,4078.6,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R23-9.5,STAGE13-REFERENCE
R34,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,BLOCK_FULL_TRACEBACK,306,1000,142588,1000,0.4752933333333333,1.0,0.4735066526166582,0.4770806467728571,0.9961732415144448,1.0,0,0,58752,1536,60288,306000,39168000,406,207.0,386,407,328.71589999999964,349.7,404.1,1317.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--4,STAGE13-REFERENCE
R34,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,CONTINUOUS_TRUNCATED_D84,84,1000,142772,1000,0.4759066666666666,1.0,0.4741198708671783,0.4776940794819065,0.9961732415144448,1.0,27680,936,16128,1536,17664,18732000,39168000,110,97.2333333333333,111,407,383.1180999999999,401.7,482.2,820.2999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--4,STAGE13-REFERENCE
R34,-4.0,-4.0,-2.6646109162978253,0.7352941176470588,1.2559432157547905,CONTINUOUS_TRUNCATED_D112,112,1000,142472,1000,0.4749066666666666,1.0,0.4731200598908689,0.4766939160676134,0.9961732415144448,1.0,16758,808,21504,1536,23040,21840000,39168000,148,123.15,148,407,394.82400000000047,411.1,504.9,798.1,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--4,STAGE13-REFERENCE
R34,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,BLOCK_FULL_TRACEBACK,306,1000,123396,1000,0.41132,1.0,0.4095603180945539,0.4130819529468204,0.9961732415144448,1.0,0,0,58752,1536,60288,306000,39168000,406,207.0,386,407,322.7213,348.1,397.0,622.6,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--2,STAGE13-REFERENCE
R34,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,CONTINUOUS_TRUNCATED_D84,84,1000,123248,1000,0.4108266666666666,1.0,0.4090673101300791,0.4125883068785981,0.9961732415144448,1.0,25792,941,16128,1536,17664,18732000,39168000,110,97.2333333333333,111,407,378.8642000000005,402.0,474.2,641.0,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--2,STAGE13-REFERENCE
R34,-2.0,-2.0,-0.6646109162978253,0.7352941176470588,0.7924465962305566,CONTINUOUS_TRUNCATED_D112,112,1000,123333,1000,0.4111099999999999,1.0,0.4093504563727389,0.4128718200466089,0.9961732415144448,1.0,15469,782,21504,1536,23040,21840000,39168000,148,123.15,148,407,389.78070000000014,410.6,479.9,923.9,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34--2,STAGE13-REFERENCE
R34,0.0,0.0,1.335389083702175,0.7352941176470588,0.5,BLOCK_FULL_TRACEBACK,306,1000,48281,934,0.1609366666666666,0.934,0.1596260501457112,0.1622559663953188,0.916890724094024,0.9477876495405142,0,0,58752,1536,60288,306000,39168000,406,207.0,386,407,332.20699999999977,353.1,416.0,1013.4,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-0,STAGE13-REFERENCE
R34,0.0,0.0,1.335389083702175,0.7352941176470588,0.5,CONTINUOUS_TRUNCATED_D84,84,1000,49453,951,0.1648433333333333,0.951,0.163519904532421,0.1661753452945626,0.9358092984933896,0.9627389653526393,11414,659,16128,1536,17664,18732000,39168000,110,97.2333333333333,111,407,384.4237999999998,405.9,476.9,819.7999999999998,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-0,STAGE13-REFERENCE
R34,0.0,0.0,1.335389083702175,0.7352941176470588,0.5,CONTINUOUS_TRUNCATED_D112,112,1000,48588,943,0.1619599999999999,0.943,0.1606460010892069,0.1632826559115396,0.926862932340514,0.955746559641284,5795,432,21504,1536,23040,21840000,39168000,148,123.15,148,407,398.4378999999998,417.2,493.5,769.9,5,2026072001,2026072903,0-999,STAGE13-REFERENCE-R34-0,STAGE13-REFERENCE
R34,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,BLOCK_FULL_TRACEBACK,306,2793,2328,200,0.0027783745076978,0.0716075904045828,0.0026679262675615,0.0028933818781413,0.0626222549916256,0.0817697188712676,0,0,58752,1536,60288,854658,109396224,406,207.0,386,407,332.1439312567132,357.0,420.2,1486.8,5,2026072001,2026072903,0-2792,STAGE13-REFERENCE-R34-2,STAGE13-REFERENCE
R34,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,CONTINUOUS_TRUNCATED_D84,84,2793,2431,223,0.0029013008712256,0.0798424633011099,0.0027883933998699,0.0030187663457508,0.0703577024439778,0.0904813960333354,213,37,16128,1536,17664,52318476,109396224,110,97.2333333333333,111,407,389.91611170784194,414.4,484.8,1115.6,5,2026072001,2026072903,0-2792,STAGE13-REFERENCE-R34-2,STAGE13-REFERENCE
R34,2.0,2.0,3.3353890837021747,0.7352941176470588,0.3154786722400966,CONTINUOUS_TRUNCATED_D112,112,2793,2355,204,0.0028105979233798,0.0730397422126745,0.0026994998147986,0.002926254866805,0.063965086778922,0.0832872565821313,33,10,21504,1536,23040,60999120,109396224,148,123.15,148,407,401.6175438596502,424.6,489.9,930.1,5,2026072001,2026072903,0-2792,STAGE13-REFERENCE-R34-2,STAGE13-REFERENCE
R34,4.0,4.0,5.335389083702175,0.7352941176470588,0.1990535852767486,BLOCK_FULL_TRACEBACK,306,50000,110,14,7.333333333333333e-06,0.0002799999999999,6.084997747264716e-06,8.837762352436997e-06,0.0001668041917435,0.0004699760613678,0,0,58752,1536,60288,15300000,1958400000,406,207.0,386,407,332.52702000000136,354.4,417.7,2574.3,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R34-4,STAGE13-REFERENCE
R34,4.0,4.0,5.335389083702175,0.7352941176470588,0.1990535852767486,CONTINUOUS_TRUNCATED_D84,84,50000,110,14,7.333333333333333e-06,0.0002799999999999,6.084997747264716e-06,8.837762352436997e-06,0.0001668041917435,0.0004699760613678,0,0,16128,1536,17664,936600000,1958400000,110,97.2333333333333,111,407,389.5206599999965,414.6,484.7,1954.0,5,2026072001,2026072903,0-49999,STAGE13-REFERENCE-R34-4,STAGE13-REFERENCE
