figureName,seriesLabel,payloadGroup,codeType,configuration,rawPointCount,positivePointCount,zeroPointCount,firstSnr,lastSnr,firstPositiveSnr,lastPositiveSnr,includedInPublicationPlot,reason
stage16_plot_revision_k200_ber_overview,分块-无突发,200,分块,无突发,37,18,19,0,18,0,8.5,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,分块-无交织突发,200,分块,无交织突发,37,37,0,0,18,0,18,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,分块-交织突发,200,分块,交织突发,37,23,14,0,18,0,11,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,255整块-无突发,200,255,无突发,37,12,25,0,18,0,5.5,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,255整块-无交织突发,200,255,无交织突发,37,37,0,0,18,0,18,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,255整块-交织突发,200,255,交织突发,37,37,0,0,18,0,18,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,421整块-无突发,200,421,无突发,37,10,27,0,18,0,4.5,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,421整块-无交织突发,200,421,无交织突发,37,37,0,0,18,0,18,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,421整块-交织突发,200,421,交织突发,37,37,0,0,18,0,18,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,385整块-无突发,200,385,无突发,37,9,28,0,18,0,4,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,385整块-无交织突发,200,385,无交织突发,37,17,20,0,18,0,8,true,rendered; zero-valued high-SNR points removed from publication plot
stage16_plot_revision_k200_ber_overview,385整块-交织突发,200,385,交织突发,37,17,20,0,18,0,8,true,rendered; zero-valued high-SNR points removed from publication plot
