caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-B300,4.5,45,0,31e109673a217920a1eaac66b84ba2571cd2112225a6de06e39ec00bce1fdc21,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,1,763c65a7940cb6f8dd3448689dc54e2280e13ec0b1704520c202d4eaa0ac2199,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,2,2bc0c1d1e68a9694cd625a5b9c5be05b19e10b3b2ad0ba7abf57bf2b86baa357,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,3,dd2e825f4295dd8cc5c5ae27a49b926d4b4e17849a94b177dc598db231103d20,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,4,8c0d45f151ae2c7fd17fa3d9fb8016f057f01e938ebaa0bd95f0d9485af67629,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,5,06f4c3e9fcd3c0fbe6ac62a8b2b27eb6147c98255a6ec65f03181dc6c7d57ad9,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,6,e8829b955ddd326d568a69d9dc0be2c9405c6f334a2a9aaf3ed55c3ffd21d50a,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,7,fff04534ae54d79cbbea8dbc53275a51c076fbbc9993a18c6d5ff1253ae454e5,14,11,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,8,0e36dcdbb369fa1824afc9bc28157ef7b967c4a8aaa0f3f51c0b84463bd0e430,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,9,ce5bd62f0203228197a6de8b5cb7df4519b29aef328a8179e4792daadf1de3f4,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,10,4577697d9645e66eba5599eb5862182b1faf3ce64005eb636b9ee38f293f472f,11,10,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,11,d7a7575808a18bc6cc3e166c125d174771ec73eb8fb53c6f8fd810acf78f3198,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,12,9afaa9e4a9c5bfab75ce97c7cb62c3d4afcf1190dbb00be2692e6a64d65c0f27,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,13,b94410e2a8d3250eba8514387d1b4858b22fdaf89cca5826d5617709bda6440d,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,14,aba78647ce1e1f9ba8fc93c2ec6b8288ae6fb97bd4eac96fa1bae0ca3df7e53a,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,15,26b9145b6579d9694e098d908a1dc7dbd5d1bdd3d7e532363b1d3394a8902584,12,10,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,16,2f52f36dc7cf3fa59babcf4c6304de9ce38b34fdc07224328dfe71d8b641e408,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,17,f9609cd042e7e9ea2d715b14cd4d5a9c366cc1e1ebce426944fe0b0f5f8313ac,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,18,4401d05d7d2b2bfbec149f0cb53cdb47f2d40afa9e876f53e4f68bc11d5a9a45,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,19,2f82a6042d180b0bbb504a022e77bdaf9178c02126f5d4350c6b7ae278468752,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,20,e0cea7691e605c90cb8fa37983feb3b74047afe04c599fe36702904cffd8a5c1,12,9,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,21,02214d3fd715f1ac638d7f055109d59483ce4159346df5b5ebd88bfa5f950bdb,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,22,335517406e3a53eeb739867098e58b6de4ba68cf483754dcecad50cc4afae00a,11,8,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,23,17c0d5cec943bbdf295e664d02e0da037b48ae76cbd0987aa5a1539bdc07b45f,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,24,c72d5cf663ae94dc1539d7ed289681122ea484ca273ced8b130eaeeea3ad3f89,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,25,eb1262aaff5394446de1c86df593da38a46951330ec6541fadcbf90f89b51f90,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,26,f1ae49a495cd9093c55381afae30ec1c2dce447d1f5a2fc01e7454eed56ba8c7,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,27,254688c065bb199b8d83aaa32518df7740472e96c2cb55dc984b0e580d9424f0,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,28,2b394eca452169aa5b710da8e5094083199da65b610c320d7300ab238cbef56d,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,29,06f182caaa70a488f9cb46adfefbb27a12062f98254e8b5b9f29b6158ff25cfe,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,30,12012851b672888252538b91e0d2b24c717f9a386dbdf2074b68889c002ab00b,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,31,0db8778714141ebf4ae19cd59f2139ff5a1f2b3388a4353352574008e4300bf3,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,32,89d91a678e76d6b5bab275e8af6f45bc4c1e4c18826a80c9a9ba881d88c270f3,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,33,14075145295c31b2f208b3554d8744024d2430b579ac64111a23e34160e9ebb2,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,34,8a96bc086d989dc5d2e1a1a2222dc1f30df3f645f1669d621e77f1cdd337bf25,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,35,6060bac4c1fae15f06fb1fd235ca3367c58c4480c5aebdfd53c264e64ea21975,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,36,44aabdfd70b375eda63602276f185c0aefdfaffff9dff928c9264b8eee81172a,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,37,e4b9a936d1d76213819d83f9322f291bda851c73307fd35c4ea47229a14f6954,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,38,9473a344081d7d96f5246e1b636db729e97acd5f2f71bc3c7e1e6757f7d64865,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,39,20f0fd690ff461c104bbe80e968907bd9c6d834aa179e31c3adef082cfada0e8,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,40,f7296b566a24c0eb9747e87ff3b0cd81d27ad2b9927a43e0246643338174bbbb,11,10,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,41,3e472cdfcb7562825bac105cb67e7e2d2cb665ceb63121484b988251b7bc87fc,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,42,e9dc3f05d242501ae578bf176e895b1ba353964117eb100ecccba7ac9f8ed171,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,43,8eca5797119f04853a392ce7cd3ff62fae1ee1c83ae7f189509b3a0d4d35f1a7,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,44,59893c56a69a226abb16d52f8d2dd20edbd559b57fdfe0819c286db7003ba646,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,45,327c48618c56946cba754d1631b528c622cdda13a12321dfaffcca525dc88046,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,46,8154d2fdde7ace7c775023468e9bb3983bc45612647bd3da0f96009deabae5dc,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,47,e67f42bd2e4cbcea1b5c46da76364b50d7bff4e1389ea2afb5bef3424b3fe03f,3,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,48,1908a92ebeb0e7caf115de840b94f7e7a5f7b2ec867edc0af95759f468c1d306,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,49,27c44b5592f7f838ad09cef10220bdfa0998c2f2ea2a417ef94fbac42b05535f,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,50,b8a81aff9d0b8d3476ee974cf5b7095693c25a932f1bf1f30dc3534f0d7dd4f7,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,51,a3278f9bcef8e03c9c9ffe406c63d339052b241aa94794524e52d97d18ab83f5,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,52,a4363358b9b75b06be528a5f70d74a4df3285feebe8c4fff951e261268713591,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,53,6f933a7efaaa8ae89122d7491ec493758ec33297befcf4f6f492307141add7f2,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,54,7c976106b941b5f9e8b06c8fdb89f29943215242aa7979e7924bc97e892f80b2,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,55,a2c196fd2127618867a182c7c9abddc94a46d3a4780eddc538fedc4d95c75b02,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,56,091285c535f33fefe91a90907e235f70be0d5fe8730e25d348a694c5a593735b,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,57,90ad2384101e2b0af0ceecbf7e1088a7a28dc52c887a6977261e0e0bd3069611,11,10,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,58,f20fe359d10601f8f8f34ac6fa9a4e7967fb5e98d03fd86f447f3d20704a7c1b,6,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,59,f18decd27b4db33ae9b7f70fd2b16957b80ab829b0c1f9428a18f023f6ec02fe,11,8,0,0,0,1,INVALID_ROOT_COUNT
BCH-B300,4.5,45,60,5125875ba98dfa9c3a2f246265e35ae5090caf5dc9d2eaff6f0f47d9aee1d134,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,61,8e44cb51a22c1197bca90cafd839c347e8c5b6bc36c4423f2d2ebb25b07237d4,9,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,62,46ff08d743d7ccc957c36a942b5d38e288bc85bcf7064e75b5ef86b22159bf36,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,63,fc379821caac2f9457119ed4f7ba83b48eaa58bef494d2c03f32eb22c812591c,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,64,5dd4420b65518c815fee909619d17fe1d506281c3ac21d6c55bbcb123df0efa5,2,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,65,fdc02780f6594b1415b74f3075fb4728ace3269c725bc75edcd38c97b464a6c1,4,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,66,a89fa743355bcec3201c38af80eda306be60689c62b6848f0797d7cd5e946b6e,8,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,67,0b3f2789c87cd4ee53d37278c38fbf7f2522591c235d034f8072e611fa7c3eeb,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,68,737623999325d4bbb2cce7ef9aaca786cad9ee02d479d957f61c79a6473f52c9,5,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,69,f8842b8858ff67786b579f2c30ffbf9859d3a590a37b3f10e69bbf3eebffab32,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,70,9957a9d180902c394cd1b4af6cb6056fe795cd6d3ed99684734d0afb8d7284e3,7,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,71,b9693eb12f8ef8bca2d4d35d2e355aa071d989601943edd4f5f7a86ee715a6ea,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,72,29b76b4ff0e0ab406ed794c0211fd8d2fa1b36bfc11d49669e5cbe786d571576,10,0,1,1,0,0,CORRECTED
BCH-B300,4.5,45,73,357b5b923d93e39438c573d02eceb82aba9054d85411b1bc09f2e8b79cdd7af8,7,0,1,1,0,0,CORRECTED
