stage,mode,caseName,payloadLength,encodedLength,organization,correctionCapabilityT,burstLength,relativeStartInSubblock,interleaverMode,payloadCount,legalStartCountPerPayload,totalPatterns,processedFrames,processedBits,bitErrors,frameErrors,BER,FER,trueSuccessRate,reportedSuccessRate,decoderFailureRate,miscorrectionRate,explicitFailureWithWrongPayloadPatterns,averageTouchedSubblocks,averageMaximumSubblockErrorWeight,fractionAllSubblocksWithinGuaranteedRegion,averageSubblocksWithOneError,averageSubblocksWithMoreThanOneError,minimumFailingStart,maximumSuccessfulStart,allStartsGuaranteedCorrect,theoreticalGuaranteedRegion,ferWilson95Low,ferWilson95High,masterSeed,caseSeed,lengthSeed,randomStartSeed,stopReason,runtimeSeconds,configHash,permutationHash,inversePermutationHash,errorWeightConserved,pairedFrameCount
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,1,NONE,8,19,152,152,30400,728,152,0.02394736842105263,1,0,1,0,1,0,1,5,0,0,1,1,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,2,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,5,0,0,1,2,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,3,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,5,0,0,1,3,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,4,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,4,274,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,5,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,5,275,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,6,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,6,276,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,7,NONE,8,19,152,152,30400,720,144,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,7,277,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,8,NONE,8,19,152,152,30400,576,144,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,8,278,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,9,NONE,8,19,152,152,30400,432,144,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,9,279,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,10,NONE,8,19,152,152,30400,288,144,0.0094736842105263164,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,5,0,0,1,10,280,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,11,NONE,8,18,144,144,28800,144,144,0.0050000000000000001,1,0,1,0,1,0,2,4,0,1,1,11,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,12,NONE,8,18,144,144,28800,432,144,0.014999999999999999,1,0,1,0,1,0,2,3,0,0,2,12,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,13,NONE,8,18,144,144,28800,704,144,0.024444444444444446,1,0,1,0,1,0,2,3,0,0,2,13,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,5,14,NONE,8,18,144,144,28800,696,144,0.024166666666666666,1,0,1,0,1,0,2,4,0,1,1,14,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,11725738326003446633,11725738326003446633,EXHAUSTIVE_GROUPED_BY_R,0.00095919333333333338,ed64c16fcab996a8,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,0,NONE,8,19,152,152,30400,880,152,0.028947368421052631,1,0,1,0,1,0,1,6,0,0,1,0,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,1,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,6,0,0,1,1,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,2,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,2,272,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,3,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,3,273,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,4,NONE,8,19,152,152,30400,1016,152,0.033421052631578949,1,0,1,0,1,0,1,6,0,0,1,4,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,5,NONE,8,19,152,152,30400,1016,152,0.033421052631578949,1,0,1,0,1,0,1,6,0,0,1,5,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,6,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,6,276,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,7,NONE,8,19,152,152,30400,720,144,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,7,277,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,8,NONE,8,19,152,152,30400,576,144,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,8,278,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,9,NONE,8,19,152,152,30400,432,144,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,6,0,0,1,9,279,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,10,NONE,8,18,144,144,28800,288,144,0.01,1,0,1,0,1,0,2,5,0,1,1,10,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,11,NONE,8,18,144,144,28800,432,144,0.014999999999999999,1,0,1,0,1,0,2,4,0,0,2,11,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,12,NONE,8,18,144,144,28800,704,144,0.024444444444444446,1,0,1,0,1,0,2,3,0,0,2,12,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,13,NONE,8,18,144,144,28800,840,144,0.029166666666666667,1,0,1,0,1,0,2,4,0,0,2,13,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,6,14,NONE,8,18,144,144,28800,696,144,0.024166666666666666,1,0,1,0,1,0,2,5,0,1,1,14,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,3413198687404197003,3413198687404197003,EXHAUSTIVE_GROUPED_BY_R,0.00088990666666666674,e3c52da59ef63d04,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,0,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,7,0,0,1,0,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,1,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,7,0,0,1,1,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,2,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,2,272,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,3,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,3,273,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,4,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,4,274,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,5,NONE,8,19,152,152,30400,720,144,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,5,275,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,6,NONE,8,19,152,152,30400,576,144,0.018947368421052633,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,6,276,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,7,NONE,8,19,152,152,30400,432,144,0.014210526315789474,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,7,277,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,8,NONE,8,19,152,152,30400,288,144,0.0094736842105263164,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,7,0,0,1,8,278,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,9,NONE,8,18,144,144,28800,432,144,0.014999999999999999,1,0,1,0,1,0,2,6,0,1,1,9,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,10,NONE,8,18,144,144,28800,576,144,0.02,1,0,1,0,1,0,2,5,0,0,2,10,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,11,NONE,8,18,144,144,28800,704,144,0.024444444444444446,1,0,1,0,1,0,2,4,0,0,2,11,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,12,NONE,8,18,144,144,28800,840,144,0.029166666666666667,1,0,1,0,1,0,2,4,0,0,2,12,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,13,NONE,8,18,144,144,28800,840,144,0.029166666666666667,1,0,1,0,1,0,2,5,0,0,2,13,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,7,14,NONE,8,18,144,144,28800,832,144,0.028888888888888888,1,0,1,0,1,0,2,6,0,1,1,14,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,578442061327463775,578442061327463775,EXHAUSTIVE_GROUPED_BY_R,0.00090925333333333332,37c29e4279c04446,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,0,NONE,8,19,152,152,30400,1312,152,0.043157894736842103,1,0,1,0,1,0,1,8,0,0,1,0,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,1,NONE,8,19,152,152,30400,1304,152,0.042894736842105263,1,0,1,0,1,0,1,8,0,0,1,1,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,2,NONE,8,19,152,152,30400,1152,144,0.037894736842105266,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,8,0,0,1,2,272,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,3,NONE,8,19,152,152,30400,1152,144,0.037894736842105266,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,8,0,0,1,3,273,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,4,NONE,8,19,152,152,30400,1008,144,0.033157894736842108,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,8,0,0,1,4,274,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,5,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,8,0,0,1,5,275,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,6,NONE,8,19,152,152,30400,872,152,0.028684210526315788,1,0,1,0,1,0,1,8,0,0,1,6,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,7,NONE,8,19,152,152,30400,728,152,0.02394736842105263,1,0,1,0,1,0,1,8,0,0,1,7,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,8,NONE,8,18,144,144,28800,288,144,0.01,1,0,1,0,1,0,2,7,0,1,1,8,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,9,NONE,8,18,144,144,28800,720,144,0.025000000000000001,1,0,1,0,1,0,2,6,0,0,2,9,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,10,NONE,8,18,144,144,28800,848,144,0.029444444444444443,1,0,1,0,1,0,2,5,0,0,2,10,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,11,NONE,8,18,144,144,28800,840,144,0.029166666666666667,1,0,1,0,1,0,2,4,0,0,2,11,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,12,NONE,8,18,144,144,28800,840,144,0.029166666666666667,1,0,1,0,1,0,2,5,0,0,2,12,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,13,NONE,8,18,144,144,28800,976,144,0.033888888888888892,1,0,1,0,1,0,2,6,0,0,2,13,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,8,14,NONE,8,18,144,144,28800,824,144,0.028611111111111111,1,0,1,0,1,0,2,7,0,1,1,14,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,17252338351945625033,17252338351945625033,EXHAUSTIVE_GROUPED_BY_R,0.00092358666666666664,c88a402039d26ebf,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,0,NONE,8,19,152,152,30400,1168,152,0.038421052631578946,1,0,1,0,1,0,1,9,0,0,1,0,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,1,NONE,8,19,152,152,30400,1160,152,0.038157894736842106,1,0,1,0,1,0,1,9,0,0,1,1,0,false,false,0.97535021264711086,0.99999999999999989,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,2,NONE,8,19,152,152,30400,1152,144,0.037894736842105266,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,9,0,0,1,2,272,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,3,NONE,8,19,152,152,30400,1008,144,0.033157894736842108,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,9,0,0,1,3,273,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,4,NONE,8,19,152,152,30400,864,144,0.028421052631578948,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,9,0,0,1,4,274,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,5,NONE,8,19,152,152,30400,720,144,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,9,0,0,1,5,275,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,6,NONE,8,19,152,152,30400,720,144,0.02368421052631579,0.94736842105263153,0.052631578947368418,1,0,0.94736842105263153,0,1,9,0,0,1,6,276,false,false,0.89958926110685222,0.97309250810372061,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,7,NONE,8,18,144,144,28800,720,144,0.025000000000000001,1,0,1,0,1,0,2,8,0,1,1,7,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,8,NONE,8,18,144,144,28800,576,144,0.02,1,0,1,0,1,0,2,7,0,0,2,8,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
s2-07b,smoke,BCH-S200,200,285,SEGMENTED,1,9,9,NONE,8,18,144,144,28800,992,144,0.034444444444444444,1,0,1,0,1,0,2,6,0,0,2,9,0,false,false,0.97401636285696347,1,2026072607,4017947825915577414,7180172080264513663,7180172080264513663,EXHAUSTIVE_GROUPED_BY_R,0.00091770666666666665,c363f2dfe657e60a,,,true,0
