series,x,rawY,plotted,exclusionReason,nonMonotonicHighSnrAnomaly
帧首,-5.0,1.0,true,,false
四分之一,-5.0,1.0,true,,false
帧中,-5.0,1.0,true,,false
四分之三,-5.0,1.0,true,,false
帧尾,-5.0,1.0,true,,false
随机,-5.0,1.0,true,,false
帧首,-4.5,1.0,true,,false
四分之一,-4.5,1.0,true,,false
帧中,-4.5,1.0,true,,false
四分之三,-4.5,1.0,true,,false
帧尾,-4.5,1.0,true,,false
随机,-4.5,1.0,true,,false
帧首,-4.0,1.0,true,,false
四分之一,-4.0,1.0,true,,false
帧中,-4.0,1.0,true,,false
四分之三,-4.0,1.0,true,,false
帧尾,-4.0,1.0,true,,false
随机,-4.0,1.0,true,,false
帧首,-3.5,1.0,true,,false
四分之一,-3.5,1.0,true,,false
帧中,-3.5,1.0,true,,false
四分之三,-3.5,1.0,true,,false
帧尾,-3.5,1.0,true,,false
随机,-3.5,1.0,true,,false
帧首,-3.0,1.0,true,,false
四分之一,-3.0,1.0,true,,false
帧中,-3.0,1.0,true,,false
四分之三,-3.0,1.0,true,,false
帧尾,-3.0,1.0,true,,false
随机,-3.0,1.0,true,,false
帧首,-2.5,1.0,true,,false
四分之一,-2.5,1.0,true,,false
帧中,-2.5,1.0,true,,false
四分之三,-2.5,1.0,true,,false
帧尾,-2.5,1.0,true,,false
随机,-2.5,1.0,true,,false
帧首,-2.0,1.0,true,,false
四分之一,-2.0,1.0,true,,false
帧中,-2.0,1.0,true,,false
四分之三,-2.0,1.0,true,,false
帧尾,-2.0,1.0,true,,false
随机,-2.0,1.0,true,,false
帧首,-1.5,1.0,true,,false
四分之一,-1.5,1.0,true,,false
帧中,-1.5,1.0,true,,false
四分之三,-1.5,1.0,true,,false
帧尾,-1.5,1.0,true,,false
随机,-1.5,1.0,true,,false
帧首,-1.0,1.0,true,,false
四分之一,-1.0,1.0,true,,false
帧中,-1.0,1.0,true,,false
四分之三,-1.0,1.0,true,,false
