plotId,caseId,configurationId,legendLabel,xRaw,xDisplay,derivedEbN0Db,actualRate,yRaw,yPlot,yIsZero,framesProcessed,payloadBitsProcessed,plotSurrogateUsed
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,0,0,1.46128035678238,0.7142857142857143,0.074069999999999997,0.074069999999999997,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,0.5,0.5,1.96128035678238,0.7142857142857143,0.058573333333333331,0.058573333333333331,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,1,1,2.46128035678238,0.7142857142857143,0.044049999999999999,0.044049999999999999,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,1.5,1.5,2.96128035678238,0.7142857142857143,0.032706666666666669,0.032706666666666669,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,2,2,3.46128035678238,0.7142857142857143,0.022236666666666665,0.022236666666666665,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,2.5,2.5,3.96128035678238,0.7142857142857143,0.01515,0.01515,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,3,3,4.46128035678238,0.7142857142857143,0.0093333333333333341,0.0093333333333333341,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,3.5,3.5,4.96128035678238,0.7142857142857143,0.0055833333333333334,0.0055833333333333334,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,4,4,5.46128035678238,0.7142857142857143,0.0031066666666666669,0.0031066666666666669,false,1000,300000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,4.5,4.5,5.96128035678238,0.7142857142857143,0.001496282527881041,0.001496282527881041,false,1076,322800,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,5,5,6.46128035678238,0.7142857142857143,0.00074348295542187254,0.00074348295542187254,false,2161,648300,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,5.5,5.5,6.96128035678238,0.7142857142857143,0.00028532608695652176,0.00028532608695652176,false,5152,1545600,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,6,6,7.46128035678238,0.7142857142857143,0.00010082262092985954,0.00010082262092985954,false,14547,4364100,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,6.5,6.5,7.96128035678238,0.7142857142857143,3.3892943489165559e-05,3.3892943489165559e-05,false,44257,13277100,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,7,7,8.46128035678238,0.7142857142857143,1.34e-05,1.34e-05,false,50000,15000000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,7.5,7.5,8.96128035678238,0.7142857142857143,2.7333333333333331e-06,2.7333333333333331e-06,false,50000,15000000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,8,8,9.46128035678238,0.7142857142857143,5.9999999999999997e-07,5.9999999999999997e-07,false,50000,15000000,false
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,8.5,8.5,9.96128035678238,0.7142857142857143,0,3.3333333333333334e-08,true,50000,15000000,true
stage16_burst_interleaving_comparison_k300_s15_ber_vs_snr,K300_S15,NONE_L0,无突发,9,9,10.46128035678238,0.7142857142857143,0,3.3333333333333334e-08,true,50000,15000000,true
