series,configurationId,channelCondition,burstRatio,x,EsN0Db,rawY,plotted,sourceType,sourceCsvAbsolutePath,sourceStage,sourceRowKey,interpolated,exclusionReason,nonMonotonicHighSnrAnomaly
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-3.010299956639812,-3.010299956639812,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_0,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-2.510299956639812,-2.510299956639812,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_1,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-2.010299956639812,-2.010299956639812,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_2,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-1.510299956639812,-1.510299956639812,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_3,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-1.010299956639812,-1.010299956639812,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_4,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-0.5102999566398121,-0.5102999566398121,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_5,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,-0.010299956639812091,-0.010299956639812091,1.0,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_6,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,0.4897000433601879,0.4897000433601879,0.997,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_7,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,0.9897000433601879,0.9897000433601879,0.981,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_8,false,,false
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,1.489700043360188,1.489700043360188,0.955,true,HISTORICAL_FORMAL,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\BCH\simulation\stages\S1\stage07_awgn_dense_formal\published_results\stage07_awgn_dense_formal_results.csv,BCH_S1_stage07_awgn_dense_formal,stage07_awgn_dense_formal_K200_S15_9,false,,false
