metric,algorithm,targetPointIndex,targetErrorRate,referenceLength,candidateLength,referenceRequiredEbN0Db,candidateRequiredEbN0Db,relativeCodingGainDb,gainDirection,confidenceLevel,interpretation
BER,BP,0,0.2034433333333333,480,560,-2.684443440400883,-1.9997145957723625,-0.6847288446285202,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,0,0.2034433333333333,480,640,-2.684443440400883,-1.7094128073577526,-0.9750306330431302,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,0,0.2034433333333333,560,640,-1.9997145957723625,-1.7094128073577526,-0.29030178841460996,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,1,0.1264928966052788,480,560,-0.1295768794319731,0.539188834921405,-0.6687657143533781,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,1,0.1264928966052788,480,640,-0.1295768794319731,0.17802050265373848,-0.3075973820857116,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,1,0.1264928966052788,560,640,0.539188834921405,0.17802050265373848,0.36116833226766654,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,2,0.0786482045365315,480,560,1.3558871542010356,2.038720527942333,-0.6828333737412975,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,2,0.0786482045365315,480,640,1.3558871542010356,0.870019098242818,0.4858680559582176,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,2,0.0786482045365315,560,640,2.038720527942333,0.870019098242818,1.168701429699515,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,3,0.048900295928253394,480,560,2.3675355691004194,3.0421994777763994,-0.67466390867598,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,3,0.048900295928253394,480,640,2.3675355691004194,1.2395409651167664,1.127994603983653,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,3,0.048900295928253394,560,640,3.0421994777763994,1.2395409651167664,1.802658512659633,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,4,0.0304042407066018,480,560,3.143076873731937,3.8077991966095808,-0.664722322877644,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,4,0.0304042407066018,480,640,3.143076873731937,1.4602822025322546,1.6827946711996822,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,4,0.0304042407066018,560,640,3.8077991966095808,1.4602822025322546,2.347516994077326,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,5,0.018904136169263477,480,560,3.7743613780383747,4.409918801782774,-0.635557423744399,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,5,0.018904136169263477,480,640,3.7743613780383747,1.6571764358934986,2.117184942144876,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,5,0.018904136169263477,560,640,4.409918801782774,1.6571764358934986,2.752742365889275,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,6,0.011753832886491348,480,560,4.3190708642630105,4.933576130352218,-0.6145052660892079,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,6,0.011753832886491348,480,640,4.3190708642630105,1.8292923890248183,2.489778475238192,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,6,0.011753832886491348,560,640,4.933576130352218,1.8292923890248183,3.1042837413274,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,7,0.0073080613833172705,480,560,4.771017123676638,5.380898745046141,-0.6098816213695031,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,7,0.0073080613833172705,480,640,4.771017123676638,1.9493366962287286,2.8216804274479097,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,7,0.0073080613833172705,560,640,5.380898745046141,1.9493366962287286,3.431562048817413,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,8,0.004543859156251447,480,560,5.162663683320928,5.772636235056696,-0.6099725517357681,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,8,0.004543859156251447,480,640,5.162663683320928,2.069381003432639,3.093282679888289,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,8,0.004543859156251447,560,640,5.772636235056696,2.069381003432639,3.7032552316240572,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,9,0.002825189191620913,480,560,5.517433106609282,6.1559769551184775,-0.6385438485091957,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,9,0.002825189191620913,480,640,5.517433106609282,2.1894253106365493,3.3280077959727326,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,9,0.002825189191620913,560,640,6.1559769551184775,2.1894253106365493,3.966551644481928,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,10,0.0017565892106207568,480,560,5.877882542332819,6.495114070582467,-0.6172315282496479,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,10,0.0017565892106207568,480,640,5.877882542332819,2.3070483511573645,3.5708341911754546,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,10,0.0017565892106207568,560,640,6.495114070582467,2.3070483511573645,4.1880657194251025,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,11,0.0010921766457342738,480,560,6.230321881953955,6.806660427305254,-0.576338545351299,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,11,0.0010921766457342738,480,640,6.230321881953955,2.411699546593216,3.818622335360739,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,11,0.0010921766457342738,560,640,6.806660427305254,2.411699546593216,4.394960880712038,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,12,0.0006790715884369062,480,560,6.568598891874106,7.080679620899121,-0.5120807290250156,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,12,0.0006790715884369062,480,640,6.568598891874106,2.516350742029068,4.052248149845038,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,12,0.0006790715884369062,560,640,7.080679620899121,2.516350742029068,4.564328878870054,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,13,0.0004222194495948031,480,560,6.842163178678492,7.375007132524523,-0.5328439538460312,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,13,0.0004222194495948031,480,640,6.842163178678492,2.6210019374649196,4.221161241213572,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,13,0.0004222194495948031,560,640,7.375007132524523,2.6210019374649196,4.754005195059603,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,14,0.0002625191020382406,480,560,7.113326237628975,7.687662907063267,-0.5743366694342917,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,14,0.0002625191020382406,480,640,7.113326237628975,2.7256531329007716,4.387673104728203,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,14,0.0002625191020382406,560,640,7.687662907063267,2.7256531329007716,4.962009774162495,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,15,0.0001632238377485974,480,560,7.378076476453376,7.9011880526438185,-0.5231115761904421,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,15,0.0001632238377485974,480,640,7.378076476453376,2.840873689385063,4.537202787068313,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,15,0.0001632238377485974,560,640,7.9011880526438185,2.840873689385063,5.0603143632587555,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,16,0.00010148602902618316,480,560,7.628578510428285,8.106839991557017,-0.47826148112873224,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,16,0.00010148602902618316,480,640,7.628578510428285,2.973374231189288,4.655204279238997,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,16,0.00010148602902618316,560,640,8.106839991557017,2.973374231189288,5.133465760367729,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,17,6.309993827841972e-05,480,560,7.8562104660474406,8.356406128373248,-0.5001956623258073,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,17,6.309993827841972e-05,480,640,7.8562104660474406,3.1058747729935128,4.750335693053928,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,17,6.309993827841972e-05,560,640,8.356406128373248,3.1058747729935128,5.250531355379735,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,18,3.923300821744777e-05,480,560,8.084111703593624,8.650750532045167,-0.5666388284515431,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,18,3.923300821744777e-05,480,640,8.084111703593624,3.238375314797737,4.845736388795887,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,18,3.923300821744777e-05,560,640,8.650750532045167,3.238375314797737,5.41237521724743,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,19,2.439350934066983e-05,480,560,8.313181122657678,8.881969150954747,-0.5687880282970692,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,19,2.439350934066983e-05,480,640,8.313181122657678,3.3446324245069596,4.968548698150718,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,19,2.439350934066983e-05,560,640,8.881969150954747,3.3446324245069596,5.537336726447787,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,20,1.516690473122368e-05,480,560,8.5422783437743,9.097053466831541,-0.554775123057242,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
BER,BP,20,1.516690473122368e-05,480,640,8.5422783437743,3.4338233781340173,5.1084549656402825,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
BER,BP,20,1.516690473122368e-05,560,640,9.097053466831541,3.4338233781340173,5.663230088697524,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
