caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue,requestedBlockageRatio,blockageLengthSymbols,actualBlockageRatio
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,0.010869565217391304,18400,200,0,0,0.010869565217391304,0,0,0
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,0.8248,5000,4124,0,0,0.8248,0.02,6,0.021052631578947368
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,0.9922,5000,4961,0,0,0.9922,0.050000000000000003,14,0.04912280701754386
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,0.9998,5000,4999,0,0,0.9998,0.080000000000000002,23,0.080701754385964913
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,1.0,5000,5000,0,0,1.0,0.10000000000000001,29,0.10175438596491228
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,1.0,5000,5000,0,0,1.0,0.12,34,0.11929824561403508
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,1.0,5000,5000,0,0,1.0,0.14999999999999999,43,0.15087719298245614
K200_S15,分块,200,285,0.70175438596491224,7.5,5.9618513565547095,fer,1.0,5000,5000,0,0,1.0,0.20000000000000001,57,0.20000000000000001
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.0,50000,0,1,1,1e-05,0,0,0
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.00194,50000,97,0,0,0.00194,0.02,5,0.020161290322580645
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.4006,5000,2003,0,0,0.4006,0.050000000000000003,12,0.048387096774193547
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.8622,5000,4311,0,0,0.8622,0.080000000000000002,20,0.080645161290322578
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.9118,5000,4559,0,0,0.9118,0.10000000000000001,25,0.10080645161290322
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.9256,5000,4628,0,0,0.9256,0.12,30,0.12096774193548387
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.95,5000,4750,0,0,0.95,0.14999999999999999,37,0.14919354838709678
K200_M255K207,255整块,200,248,0.80645161290322576,7.5,6.5657831483776494,fer,0.9984,5000,4992,0,0,0.9984,0.20000000000000001,50,0.20161290322580644
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.0,50000,0,1,1,1e-05,0,0,0
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,2e-05,50000,1,0,0,2e-05,0.02,6,0.020689655172413793
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.1308,5000,654,0,0,0.1308,0.050000000000000003,15,0.051724137931034482
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.6526,5000,3263,0,0,0.6526,0.080000000000000002,23,0.079310344827586213
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.8116,5000,4058,0,0,0.8116,0.10000000000000001,29,0.10000000000000001
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.8584,5000,4292,0,0,0.8584,0.12,35,0.1206896551724138
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.8798,5000,4399,0,0,0.8798,0.14999999999999999,44,0.15172413793103448
K200_M511K421,421整块,200,290,0.68965517241379315,7.5,5.8863199776502517,fer,0.9194,5000,4597,0,0,0.9194,0.20000000000000001,58,0.20000000000000001
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.0,50000,0,1,1,1e-05,0,0,0
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.0,50000,0,1,1,1e-05,0.02,7,0.021472392638036811
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.012578616352201259,15900,200,0,0,0.012578616352201259,0.050000000000000003,16,0.049079754601226995
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.4116,5000,2058,0,0,0.4116,0.080000000000000002,26,0.079754601226993863
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.7468,5000,3734,0,0,0.7468,0.10000000000000001,33,0.10122699386503067
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.8502,5000,4251,0,0,0.8502,0.12,39,0.1196319018404908
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.8832,5000,4416,0,0,0.8832,0.14999999999999999,49,0.15030674846625766
K200_M511K385,385整块,200,326,0.61349693251533743,7.5,5.3781239559604224,fer,0.8956,5000,4478,0,0,0.8956,0.20000000000000001,65,0.19938650306748465
