runLayer,experimentId,candidateId,rateCase,targetFerLevel,snrDb,windowBits,slideBits,dtb,minFrames,targetFrameErrors,maxFrames,sourceStage09RowId
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-2.0,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.9,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.8,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.7,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.6,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.5,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.4,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.2999999999999998,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.2,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.1,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-1.0,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.8999999999999999,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.7999999999999998,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.7,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.5999999999999999,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.5,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.3999999999999999,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.2999999999999998,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.19999999999999996,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,-0.09999999999999987,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D70,R12,DENSE_GRID,0.0,128,25,70,1000,200,50000,STAGE09_DENSE_RANGE
formal_dense,FINAL_DENSE,W128-S25-D98,R23,DENSE_GRID,-0.5,128,25,98,1000,200,50000,STAGE09_DENSE_RANGE
