caseId,configurationId,snrIndex,origin
K200_M511K385,BEST_LREP,31,rerun_k200_l8_formal
K200_M511K385,BEST_LREP,32,rerun_k200_l8_formal
K200_M511K385,BEST_LREP,33,rerun_k200_l8_formal
K200_M511K385,BEST_LREP,34,rerun_k200_l8_formal
K200_M511K385,BEST_LREP,35,rerun_k200_l8_formal
K200_M511K385,BEST_LREP,36,rerun_k200_l8_formal
K300_S15,NONE_L0,0,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,1,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,2,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,3,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,4,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,5,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,6,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,7,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,8,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,9,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,10,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,11,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,12,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,13,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,14,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,15,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,16,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,17,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,18,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,19,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,20,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,21,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,22,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,23,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,24,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,25,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,26,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,27,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,28,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,29,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,30,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,31,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,32,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,33,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,34,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,35,reused_verified_baseline_or_k300_l8
K300_S15,NONE_L0,36,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,0,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,1,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,2,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,3,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,4,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,5,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,6,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,7,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,8,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,9,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,10,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,11,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,12,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,13,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,14,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,15,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,16,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,17,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,18,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,19,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,20,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,21,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,22,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,23,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,24,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,25,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,26,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,27,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,28,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,29,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,30,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,31,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,32,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,33,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,34,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,35,reused_verified_baseline_or_k300_l8
K300_S15,NONE_LREP,36,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,0,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,1,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,2,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,3,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,4,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,5,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,6,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,7,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,8,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,9,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,10,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,11,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,12,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,13,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,14,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,15,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,16,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,17,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,18,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,19,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,20,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,21,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,22,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,23,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,24,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,25,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,26,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,27,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,28,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,29,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,30,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,31,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,32,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,33,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,34,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,35,reused_verified_baseline_or_k300_l8
K300_S15,BEST_LREP,36,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,0,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,1,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,2,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,3,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,4,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,5,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,6,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,7,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,8,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,9,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,10,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,11,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,12,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,13,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,14,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,15,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,16,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,17,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,18,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,19,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,20,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,21,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,22,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,23,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,24,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,25,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,26,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,27,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,28,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,29,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,30,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,31,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,32,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,33,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,34,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,35,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_L0,36,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,0,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,1,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,2,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,3,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,4,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,5,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,6,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,7,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,8,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,9,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,10,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,11,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,12,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,13,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,14,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,15,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,16,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,17,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,18,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,19,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,20,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,21,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,22,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,23,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,24,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,25,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,26,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,27,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,28,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,29,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,30,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,31,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,32,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,33,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,34,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,35,reused_verified_baseline_or_k300_l8
K300_M255K207,NONE_LREP,36,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,0,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,1,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,2,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,3,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,4,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,5,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,6,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,7,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,8,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,9,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,10,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,11,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,12,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,13,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,14,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,15,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,16,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,17,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,18,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,19,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,20,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,21,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,22,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,23,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,24,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,25,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,26,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,27,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,28,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,29,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,30,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,31,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,32,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,33,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,34,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,35,reused_verified_baseline_or_k300_l8
K300_M255K207,BEST_LREP,36,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,0,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,1,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,2,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,3,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,4,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,5,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,6,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,7,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,8,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,9,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,10,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,11,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,12,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,13,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,14,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,15,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,16,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,17,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,18,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,19,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,20,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,21,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,22,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,23,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,24,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,25,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,26,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,27,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,28,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,29,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,30,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,31,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,32,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,33,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,34,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,35,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_L0,36,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,0,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,1,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,2,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,3,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,4,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,5,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,6,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,7,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,8,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,9,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,10,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,11,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,12,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,13,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,14,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,15,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,16,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,17,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,18,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,19,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,20,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,21,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,22,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,23,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,24,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,25,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,26,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,27,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,28,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,29,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,30,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,31,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,32,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,33,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,34,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,35,reused_verified_baseline_or_k300_l8
K300_M511K421,NONE_LREP,36,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,0,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,1,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,2,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,3,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,4,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,5,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,6,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,7,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,8,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,9,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,10,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,11,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,12,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,13,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,14,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,15,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,16,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,17,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,18,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,19,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,20,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,21,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,22,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,23,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,24,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,25,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,26,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,27,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,28,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,29,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,30,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,31,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,32,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,33,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,34,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,35,reused_verified_baseline_or_k300_l8
K300_M511K421,BEST_LREP,36,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,0,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,1,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,2,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,3,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,4,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,5,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,6,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,7,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,8,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,9,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,10,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,11,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,12,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,13,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,14,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,15,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,16,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,17,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,18,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,19,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,20,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,21,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,22,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,23,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,24,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,25,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,26,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,27,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,28,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,29,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,30,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,31,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,32,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,33,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,34,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,35,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_L0,36,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,0,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,1,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,2,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,3,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,4,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,5,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,6,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,7,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,8,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,9,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,10,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,11,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,12,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,13,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,14,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,15,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,16,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,17,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,18,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,19,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,20,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,21,reused_verified_baseline_or_k300_l8
K300_M511K385,NONE_LREP,22,reused_verified_baseline_or_k300_l8
