caseId,legendLabel,styleId,ebn0Db,actualRate,snrLinear,snrDb,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K300_S15,分块300,STYLE_1,8,0.7142857142857143,9.0136763497170485,9.5490195998574325,0.0080586666666666671,0.0080586666666666671,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:0
K300_S15,分块300,STYLE_1,12,0.7142857142857143,22.641331320873046,13.549019599857433,0.00050000000000000001,0.00050000000000000001,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:1
K300_S15,分块300,STYLE_1,16,0.7142857142857143,56.872452936213911,17.549019599857431,7.5333333333333329e-06,7.5333333333333329e-06,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_S15:2
K300_M255K207,255双块300,STYLE_2,6,0.75757575757575757,6.0319268265681396,7.8045606445813132,0.019841999999999999,0.019841999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:0
K300_M255K207,255双块300,STYLE_2,8,0.75757575757575757,9.5599597648514134,9.8045606445813132,0.0018026666666666666,0.0018026666666666666,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:1
K300_M255K207,255双块300,STYLE_2,10,0.75757575757575757,15.15151515151515,11.804560644581313,7.686666666666666e-05,7.686666666666666e-05,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M255K207:2
K300_M511K421,421整块300,STYLE_3,6,0.76923076923076927,6.1247257008230349,7.8708664335714449,0.024063999999999999,0.024063999999999999,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:0
K300_M511K421,421整块300,STYLE_3,8,0.76923076923076927,9.7070360689260511,9.8708664335714449,0.0013213333333333334,0.0013213333333333334,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:1
K300_M511K421,421整块300,STYLE_3,10,0.76923076923076927,15.384615384615383,11.870866433571445,9.9333333333333337e-06,9.9333333333333337e-06,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K421:2
K300_M511K385,385整块300,STYLE_4,5,0.70422535211267601,4.4539121974202525,6.4874165128092471,0.047233999999999998,0.047233999999999998,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:0
K300_M511K385,385整块300,STYLE_4,7,0.70422535211267601,7.0589751215108762,8.4874165128092471,0.0055779999999999996,0.0055779999999999996,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:1
K300_M511K385,385整块300,STYLE_4,9,0.70422535211267601,11.187721615834951,10.487416512809247,3.3599999999999997e-05,3.3599999999999997e-05,false,false,NONE,results/stage08_multipath_formal_results.csv,K300_M511K385:2
