stage,mode,caseName,payloadLength,encodedLength,organization,correctionCapabilityT,burstLength,relativeStartInSubblock,interleaverMode,payloadCount,legalStartCountPerPayload,totalPatterns,processedFrames,processedBits,bitErrors,frameErrors,BER,FER,trueSuccessRate,reportedSuccessRate,decoderFailureRate,miscorrectionRate,explicitFailureWithWrongPayloadPatterns,averageTouchedSubblocks,averageMaximumSubblockErrorWeight,fractionAllSubblocksWithinGuaranteedRegion,averageSubblocksWithOneError,averageSubblocksWithMoreThanOneError,minimumFailingStart,maximumSuccessfulStart,allStartsGuaranteedCorrect,theoreticalGuaranteedRegion,ferWilson95Low,ferWilson95High,masterSeed,caseSeed,lengthSeed,randomStartSeed,stopReason,runtimeSeconds,configHash,permutationHash,inversePermutationHash,errorWeightConserved,pairedFrameCount,overCapabilityFrameFraction,plotStatus
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,29,,NONE,5000,392,5000,5000,1500000,105446,5000,0.070297333333333337,1,0,1,0,1,0,2.8666,15,0,0.1434,2.7231999999999998,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,7895473000134931628,7895473000134931628,PAIRED_TARGET_FRAME_ERRORS,0.078005500000000005,6c08bccb28738448,dfcbe7a21278659f,dfcbe7a21278659f,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,30,,NONE,5000,391,5000,5000,1500000,109092,5000,0.072728000000000001,1,0,1,0,1,0,2.9336000000000002,15,0,0.1278,2.8058000000000001,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,14161951804318349618,14161951804318349618,PAIRED_TARGET_FRAME_ERRORS,0.076513700000000004,2db5f061e8212dec,dfcbe7a21278659f,dfcbe7a21278659f,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,31,,NONE,5000,390,5000,5000,1500000,112964,5000,0.075309333333333339,1,0,1,0,1,0,3,15,0,0.1258,2.8742000000000001,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,2494909341792388279,2494909341792388279,PAIRED_TARGET_FRAME_ERRORS,0.078187699999999999,d0995c4dd7a9010a,dfcbe7a21278659f,dfcbe7a21278659f,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,32,,NONE,5000,389,5000,5000,1500000,116517,5000,0.077677999999999997,1,0,1,0,1,0,3.0659999999999998,15,0,0.13200000000000001,2.9340000000000002,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,18303092197681472753,18303092197681472753,PAIRED_TARGET_FRAME_ERRORS,0.080402199999999993,b1e699e9b907d3dd,dfcbe7a21278659f,dfcbe7a21278659f,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,0,,FIXED_RANDOM,100000,1,100000,100000,30000000,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,true,true,0,3.8413112583039631e-05,2026072607,10005808911069659570,12945100786885778195,12945100786885778195,MAXIMUM_FRAMES,1.4210995500000001,2604a9d36a2c2882,5c10f48ddd14cd1f,c5689bc5aef68813,true,100000,0.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,1,,FIXED_RANDOM,100000,420,100000,100000,30000000,0,0,0,0,1,1,0,0,0,1,1,1,1,0,,419,true,true,0,3.8413112583039631e-05,2026072607,10005808911069659570,10848967929944152390,10848967929944152390,MAXIMUM_FRAMES,1.44350175,8adbc6310abec1b2,5c10f48ddd14cd1f,c5689bc5aef68813,true,100000,0.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,2,,FIXED_RANDOM,8418,419,8418,8418,2525400,623,300,0.00024669359309416328,0.035637918745545262,0.96436208125445477,1,0,0.035637918745545262,0,1.9616298408172963,1.0383701591827037,0.9616298408172963,1.9232596816345926,0.038370159182703728,2,418,false,false,0.031884745274351332,0.039814711640532192,2026072607,10005808911069659570,13533003870586228306,13533003870586228306,PAIRED_TARGET_FRAME_ERRORS,0.12229245,fecf58e86d92d453,5c10f48ddd14cd1f,c5689bc5aef68813,true,8418,0.0383701591827037,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,3,,FIXED_RANDOM,5000,418,5000,5000,1500000,1089,494,0.00072599999999999997,0.098799999999999999,0.9012,1,0,0.098799999999999999,0,2.8942000000000001,1.1057999999999999,0.89419999999999999,2.7884000000000002,0.10580000000000001,1,417,false,false,0.090834554072757964,0.10738144996795589,2026072607,10005808911069659570,18142870433938997793,18142870433938997793,PAIRED_TARGET_FRAME_ERRORS,0.070045750000000004,39df3825000beae4,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.1058,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,4,,FIXED_RANDOM,5000,417,5000,5000,1500000,2447,1030,0.0016313333333333334,0.20599999999999999,0.79400000000000004,1,0,0.20599999999999999,0,3.7709999999999999,1.224,0.78000000000000003,3.5459999999999998,0.22500000000000001,0,416,false,false,0.19501770082952072,0.21743370791417291,2026072607,10005808911069659570,17786800579348279966,17786800579348279966,PAIRED_TARGET_FRAME_ERRORS,0.073557999999999998,29ec59531d14acbb,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.21999999999999997,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,5,,FIXED_RANDOM,5000,416,5000,5000,1500000,4143,1650,0.0027620000000000001,0.33000000000000002,0.67000000000000004,1,0,0.33000000000000002,0,4.6172000000000004,1.3582000000000001,0.65539999999999998,4.2480000000000002,0.36919999999999997,0,415,false,false,0.3171014674342838,0.34315955122703568,2026072607,10005808911069659570,3922052907045332478,3922052907045332478,PAIRED_TARGET_FRAME_ERRORS,0.072453900000000002,6bfd801ffdf059bb,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.3446,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,6,,FIXED_RANDOM,5000,415,5000,5000,1500000,5882,2201,0.0039213333333333331,0.44019999999999998,0.55979999999999996,1,0,0.44019999999999998,0,5.4611999999999998,1.4805999999999999,0.54059999999999997,4.9436,0.51759999999999995,0,414,false,false,0.4264915543203685,0.45400026283226042,2026072607,10005808911069659570,11550230368595441278,11550230368595441278,PAIRED_TARGET_FRAME_ERRORS,0.073814350000000001,8c347f36e997ca8f,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.45940000000000003,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,7,,FIXED_RANDOM,5000,414,5000,5000,1500000,7813,2719,0.005208666666666667,0.54379999999999995,0.45619999999999999,1,0,0.54379999999999995,0,6.2771999999999997,1.6140000000000001,0.43519999999999998,5.6036000000000001,0.67359999999999998,0,413,false,false,0.52996587369257164,0.55756687561704132,2026072607,10005808911069659570,4958808046588775833,4958808046588775833,PAIRED_TARGET_FRAME_ERRORS,0.07336165,fd28e2e0c102bdfc,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.5648,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,8,,FIXED_RANDOM,5000,413,5000,5000,1500000,10251,3294,0.0068339999999999998,0.65880000000000005,0.3412,1,0,0.65880000000000005,0,7.0598000000000001,1.7444,0.32300000000000001,6.1870000000000003,0.87280000000000002,0,406,false,false,0.64554108505521657,0.67181509280703344,2026072607,10005808911069659570,13693728842573621080,13693728842573621080,PAIRED_TARGET_FRAME_ERRORS,0.072168599999999999,cabea65e803be3a5,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.677,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,9,,FIXED_RANDOM,5000,412,5000,5000,1500000,12670,3808,0.0084466666666666666,0.76160000000000005,0.2384,1,0,0.76160000000000005,0,7.8289999999999997,1.8734,0.22439999999999999,6.7557999999999998,1.0731999999999999,0,396,false,false,0.74959118566572391,0.77320715267662232,2026072607,10005808911069659570,1077535610364462312,1077535610364462312,PAIRED_TARGET_FRAME_ERRORS,0.074709800000000007,6f887ef0e6262a8d,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.7756000000000001,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,10,,FIXED_RANDOM,5000,411,5000,5000,1500000,15564,4145,0.010376,0.82899999999999996,0.17100000000000001,1,0,0.82899999999999996,0,8.5695999999999994,1.9710000000000001,0.15579999999999999,7.266,1.3036000000000001,0,395,false,false,0.81831227135952289,0.83918258076062957,2026072607,10005808911069659570,9322268736733304657,9322268736733304657,PAIRED_TARGET_FRAME_ERRORS,0.074867699999999995,392c5b79ad66eb41,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.8442000000000001,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,11,,FIXED_RANDOM,5000,410,5000,5000,1500000,18999,4494,0.012666,0.89880000000000004,0.1012,1,0,0.89880000000000004,0,9.2327999999999992,2.0746000000000002,0.089399999999999993,7.6307999999999998,1.6020000000000001,0,370,false,false,0.89013185522796412,0.90685582570065859,2026072607,10005808911069659570,15332883568349115657,15332883568349115657,PAIRED_TARGET_FRAME_ERRORS,0.076204350000000004,f6bbaee0392ac5d2,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9106,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,12,,FIXED_RANDOM,5000,409,5000,5000,1500000,22125,4696,0.014749999999999999,0.93920000000000003,0.0608,1,0,0.93920000000000003,0,9.9328000000000003,2.1454,0.054399999999999997,8.0693999999999999,1.8633999999999999,0,337,false,false,0.93223319127995297,0.94549245933150894,2026072607,10005808911069659570,9936353396393369976,9936353396393369976,PAIRED_TARGET_FRAME_ERRORS,0.074676500000000007,211474b11d2f8eac,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9456,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,13,,FIXED_RANDOM,5000,408,5000,5000,1500000,25653,4783,0.017101999999999999,0.95660000000000001,0.043400000000000001,1,0,0.95660000000000001,0,10.561400000000001,2.2307999999999999,0.041000000000000002,8.4049999999999994,2.1564000000000001,0,336,false,false,0.95059304395913469,0.96190589062463927,2026072607,10005808911069659570,568125826331953805,568125826331953805,PAIRED_TARGET_FRAME_ERRORS,0.074205699999999999,4a5d4da02f5a2def,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.959,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,14,,FIXED_RANDOM,5000,407,5000,5000,1500000,28893,4849,0.019262000000000001,0.9698,0.030200000000000001,1,0,0.9698,0,11.2166,2.3001999999999998,0.028199999999999999,8.7832000000000008,2.4333999999999998,0,335,false,false,0.96468386266195039,0.97419480459047392,2026072607,10005808911069659570,12480292504368282952,12480292504368282952,PAIRED_TARGET_FRAME_ERRORS,0.075760800000000003,cad4f706f58b4a6f,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9718,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,15,,FIXED_RANDOM,5000,406,5000,5000,1500000,32598,4917,0.021732000000000001,0.98340000000000005,0.0166,1,0,0.98340000000000005,0,11.8378,2.3746,0.0166,9.0980000000000008,2.7397999999999998,0,269,false,false,0.97946939504513986,0.98658839071437909,2026072607,10005808911069659570,7153744158337532346,7153744158337532346,PAIRED_TARGET_FRAME_ERRORS,0.075784400000000002,173c4aeb27d804a7,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9834,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,16,,FIXED_RANDOM,5000,405,5000,5000,1500000,36144,4952,0.024095999999999999,0.99039999999999995,0.0095999999999999992,1,0,0.99039999999999995,0,12.4366,2.4588000000000001,0.0095999999999999992,9.3994,3.0371999999999999,0,268,false,false,0.9872957130291049,0.99275132490318296,2026072607,10005808911069659570,13012080238363114636,13012080238363114636,PAIRED_TARGET_FRAME_ERRORS,0.076259900000000005,76085818e257c185,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9904,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,17,,FIXED_RANDOM,5000,404,5000,5000,1500000,40395,4988,0.026929999999999999,0.99760000000000004,0.0023999999999999998,1,0,0.99760000000000004,0,13.0016,2.5348000000000002,0.0023999999999999998,9.6204000000000001,3.3812000000000002,0,267,false,false,0.99580944858069209,0.99862653444358718,2026072607,10005808911069659570,15383346833692189589,15383346833692189589,PAIRED_TARGET_FRAME_ERRORS,0.081143049999999994,c74e54c5ff50a5a0,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,0.9976,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,18,,FIXED_RANDOM,5000,403,5000,5000,1500000,44356,5000,0.029570666666666665,1,0,1,0,1,0,13.5404,2.6269999999999998,0,9.8341999999999992,3.7061999999999999,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,12595887830436951153,12595887830436951153,PAIRED_TARGET_FRAME_ERRORS,0.076167499999999999,9308ebd127cab90f,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,19,,FIXED_RANDOM,5000,402,5000,5000,1500000,48470,5000,0.032313333333333333,1,0,1,0,1,0,14.090999999999999,2.7054,0,10.053800000000001,4.0372000000000003,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,14846543798863526297,14846543798863526297,PAIRED_TARGET_FRAME_ERRORS,0.080343999999999999,1c76f7afc06310dd,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,20,,FIXED_RANDOM,5000,401,5000,5000,1500000,52921,5000,0.035280666666666669,1,0,1,0,1,0,14.575799999999999,2.7955999999999999,0,10.182,4.3937999999999997,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,1854904982085590202,1854904982085590202,PAIRED_TARGET_FRAME_ERRORS,0.077493149999999997,6004d0369b5e7d5d,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,21,,FIXED_RANDOM,5000,400,5000,5000,1500000,56814,5000,0.037876,1,0,1,0,1,0,15.0976,2.8656000000000001,0,10.372999999999999,4.7245999999999997,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,14337885963671678849,14337885963671678849,PAIRED_TARGET_FRAME_ERRORS,0.076095949999999996,8416fa16a28472fe,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,22,,FIXED_RANDOM,5000,399,5000,5000,1500000,61091,5000,0.040727333333333331,1,0,1,0,1,0,15.5998,2.9207999999999998,0,10.512600000000001,5.0872000000000002,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,5601236450870155005,5601236450870155005,PAIRED_TARGET_FRAME_ERRORS,0.07964955,ea26d0b0dfcbda6b,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,23,,FIXED_RANDOM,5000,398,5000,5000,1500000,65671,5000,0.043780666666666669,1,0,1,0,1,0,16.065999999999999,2.9866000000000001,0,10.6204,5.4455999999999998,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,2434939610171538647,2434939610171538647,PAIRED_TARGET_FRAME_ERRORS,0.075080599999999997,36591dd91375466c,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,24,,FIXED_RANDOM,5000,397,5000,5000,1500000,70920,5000,0.047280000000000003,1,0,1,0,1,0,16.4558,3.0699999999999998,0,10.5944,5.8613999999999997,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,11487366702018243304,11487366702018243304,PAIRED_TARGET_FRAME_ERRORS,0.077049450000000005,4a6fbd9d24b2eff7,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,25,,FIXED_RANDOM,5000,396,5000,5000,1500000,75238,5000,0.050158666666666664,1,0,1,0,1,0,16.954000000000001,3.1215999999999999,0,10.742599999999999,6.2114000000000003,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,13190804214753277864,13190804214753277864,PAIRED_TARGET_FRAME_ERRORS,0.080828399999999995,75a45afdbfd98302,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,26,,FIXED_RANDOM,5000,395,5000,5000,1500000,79524,5000,0.053016000000000001,1,0,1,0,1,0,17.384599999999999,3.2092000000000001,0,10.8306,6.5540000000000003,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,13264869540255875875,13264869540255875875,PAIRED_TARGET_FRAME_ERRORS,0.079056399999999999,e8591dddb86c6204,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,27,,FIXED_RANDOM,5000,394,5000,5000,1500000,84474,5000,0.056315999999999998,1,0,1,0,1,0,17.765999999999998,3.2995999999999999,0,10.8254,6.9405999999999999,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,8635780724249552868,8635780724249552868,PAIRED_TARGET_FRAME_ERRORS,0.079891000000000004,586bd34b75dc20b4,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,28,,FIXED_RANDOM,5000,393,5000,5000,1500000,88906,5000,0.059270666666666666,1,0,1,0,1,0,18.223400000000002,3.3241999999999998,0,10.898400000000001,7.3250000000000002,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,499839465572491057,499839465572491057,PAIRED_TARGET_FRAME_ERRORS,0.079791050000000002,d3ff2c6a10a39e92,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,29,,FIXED_RANDOM,5000,392,5000,5000,1500000,93550,5000,0.062366666666666667,1,0,1,0,1,0,18.586200000000002,3.4407999999999999,0,10.885199999999999,7.7009999999999996,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,7895473000134931628,7895473000134931628,PAIRED_TARGET_FRAME_ERRORS,0.078005500000000005,6c08bccb28738448,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,30,,FIXED_RANDOM,5000,391,5000,5000,1500000,99007,5000,0.06600466666666667,1,0,1,0,1,0,18.947600000000001,3.5091999999999999,0,10.8322,8.1153999999999993,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,14161951804318349618,14161951804318349618,PAIRED_TARGET_FRAME_ERRORS,0.076513700000000004,2db5f061e8212dec,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,31,,FIXED_RANDOM,5000,390,5000,5000,1500000,103374,5000,0.068916000000000005,1,0,1,0,1,0,19.367799999999999,3.5760000000000001,0,10.8774,8.4903999999999993,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,2494909341792388279,2494909341792388279,PAIRED_TARGET_FRAME_ERRORS,0.078187699999999999,d0995c4dd7a9010a,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
s2-07d,formal,BCH-S300,300,420,SEGMENTED,1,32,,FIXED_RANDOM,5000,389,5000,5000,1500000,108458,5000,0.072305333333333333,1,0,1,0,1,0,19.727399999999999,3.6309999999999998,0,10.816000000000001,8.9114000000000004,0,0,false,false,0.99923229805494307,1,2026072607,10005808911069659570,18303092197681472753,18303092197681472753,PAIRED_TARGET_FRAME_ERRORS,0.080402199999999993,b1e699e9b907d3dd,5c10f48ddd14cd1f,c5689bc5aef68813,true,5000,1.0,PLOTTED
