organization,rateCase,snrDb,relativeOffset,bitErrors,bits,BER,berCiLow,berCiHigh,gridLayer
B_CONT_50x6,R12,3,-10,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-9,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-8,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-7,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-6,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-5,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-4,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-3,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-2,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,-1,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,0,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,1,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,2,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,3,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,4,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,5,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,6,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,7,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,8,0,250000,0,1.69407e-21,1.53656e-05,coarse
B_CONT_50x6,R12,3,9,0,250000,0,1.69407e-21,1.53656e-05,coarse
C_CONT_100x3,R12,3,-10,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-9,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-8,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-7,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-6,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-5,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-4,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-3,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-2,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,-1,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,0,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,1,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,2,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,3,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,4,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,5,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,6,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,7,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,8,0,100000,0,0,3.84131e-05,coarse
C_CONT_100x3,R12,3,9,0,100000,0,0,3.84131e-05,coarse
D_CONT_150x2,R12,3,-10,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-9,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-8,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-7,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-6,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-5,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-4,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-2,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,-1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,0,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,1,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,2,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,3,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,4,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,5,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,6,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,7,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,8,0,50000,0,0,7.68233e-05,coarse
D_CONT_150x2,R12,3,9,0,50000,0,0,7.68233e-05,coarse
